店铺id,城市,销售渠道,性别,年龄段,消费时间,产品名称,客户数量,销售金额,订单数量,产品数量,单件成本
21,北京,线下,Female,20-24,Weekend,T恤,3,213.0,3,3,49
519,杭州,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
280,深圳,线下,Female,35-39,Weekday,短裤,1,40.0,1,1,19
758,杭州,线下,Female,45-49,Weekend,T恤,3,237.0,3,3,49
229,深圳,线下,Female,35-39,Weekend,运动,1,79.0,1,1,49
98,成都,线下,Female,40-44,Weekday,袜子,1,27.0,1,1,9
420,广州,线上,Male,25-29,Weekend,牛仔裤,1,196.0,1,1,69
207,上海,线上,Female,35-39,Weekday,T恤,3,177.0,3,3,49
420,广州,线上,Female,35-39,Weekday,T恤,6,451.58,6,7,49
442,西安,线下,Female,30-34,Weekend,短裤,2,73.0,2,2,19
831,杭州,线下,Female,30-34,Weekday,袜子,1,49.0,1,1,9
399,广州,线下,Male,25-29,Weekend,T恤,2,158.0,2,2,49
369,广州,线下,Female,30-34,Weekend,T恤,1,39.0,1,1,49
575,杭州,线下,Male,30-34,Weekday,短裤,2,73.0,2,2,19
19,南京,线下,Female,<20,Weekend,T恤,1,149.0,1,1,49
658,深圳,线下,Male,55-59,Weekday,T恤,1,59.0,1,1,49
449,武汉,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
335,上海,线下,Male,30-34,Weekend,T恤,1,59.0,1,1,49
325,上海,线下,Male,35-39,Weekend,毛衣,1,249.0,1,1,99
611,深圳,线下,Female,20-24,Weekend,当季新品,1,76.0,1,1,59
796,深圳,线下,Male,30-34,Weekday,当季新品,1,79.0,1,1,59
605,成都,线下,Male,35-39,Weekend,短裤,1,40.0,1,1,19
496,上海,线下,Male,20-24,Weekday,短裤,1,39.0,1,1,19
360,成都,线下,Female,35-39,Weekday,当季新品,2,132.0,2,2,59
449,武汉,线下,Female,25-29,Weekday,T恤,7,753.2,7,7,49
442,西安,线下,Male,20-24,Weekday,T恤,2,237.4,2,3,49
335,上海,线下,Female,55-59,Weekend,毛衣,1,199.0,1,1,99
142,上海,线下,Male,30-34,Weekday,配件,3,257.0,3,3,29
335,上海,线下,Male,>=60,Weekday,T恤,2,198.0,2,2,49
796,深圳,线下,Male,30-34,Weekend,袜子,1,79.0,1,1,9
430,成都,线下,Female,20-24,Weekend,T恤,1,76.0,1,1,49
399,广州,线下,Male,>=60,Weekend,袜子,1,53.0,1,2,9
256,武汉,线下,Female,35-39,Weekday,牛仔裤,2,348.0,2,2,69
135,上海,线下,Female,55-59,Weekday,运动,1,39.0,1,1,49
32,武汉,线上,Male,35-39,Weekday,T恤,2,158.0,2,2,49
575,杭州,线下,Male,>=60,Weekday,短裤,2,72.0,2,2,19
802,西安,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Male,30-34,Weekend,袜子,2,72.0,2,3,9
19,南京,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
496,上海,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
520,杭州,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
437,重庆,线下,Female,35-39,Weekend,裙子,1,149.0,1,1,59
336,西安,线下,Female,30-34,Weekday,T恤,1,0.0,1,1,49
19,南京,线下,Female,25-29,Weekend,当季新品,1,47.0,1,1,59
336,西安,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
135,上海,线下,Male,25-29,Weekday,短裤,1,40.0,1,1,19
649,杭州,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
649,杭州,线下,Female,35-39,Weekday,T恤,2,98.0,2,2,49
738,深圳,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
369,广州,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
605,成都,线下,Male,45-49,Weekday,T恤,1,79.0,1,1,49
796,深圳,线下,Male,30-34,Weekday,牛仔裤,1,39.0,1,1,69
796,深圳,线下,Female,25-29,Weekend,短裤,1,99.0,1,3,19
229,深圳,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
70,深圳,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
336,西安,线下,Male,20-24,Weekday,配件,1,99.0,1,1,29
98,成都,线下,Female,45-49,Weekend,短裤,1,33.0,1,1,19
168,武汉,线下,Female,20-24,Weekend,T恤,2,198.0,2,2,49
70,深圳,线下,Male,25-29,Weekend,配件,1,79.0,1,1,29
68,重庆,线上,Male,>=60,Weekday,袜子,1,53.0,1,2,9
98,成都,线下,Female,40-44,Weekend,短裤,1,40.0,1,1,19
315,武汉,线下,Female,25-29,Weekend,短裤,1,40.0,1,1,19
280,深圳,线下,Female,25-29,Weekend,T恤,2,257.0,2,3,49
616,成都,线下,Female,25-29,Weekend,当季新品,16,2619.24,16,16,59
325,上海,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
758,杭州,线下,Male,35-39,Weekend,裙子,1,199.0,1,1,59
399,广州,线下,Female,25-29,Weekday,T恤,3,275.0,3,3,49
208,重庆,线下,Male,30-34,Weekday,配件,1,79.0,1,1,29
142,上海,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
429,西安,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
496,上海,线下,Female,30-34,Weekend,当季新品,2,131.0,2,2,59
70,深圳,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
375,广州,线上,Female,35-39,Weekday,T恤,8,330.0,8,8,49
429,西安,线下,Male,35-39,Weekend,T恤,1,57.0,1,1,49
21,北京,线下,Male,25-29,Weekday,T恤,1,59.0,1,1,49
429,西安,线下,Female,35-39,Weekday,T恤,2,198.0,2,2,49
280,深圳,线下,Female,20-24,Weekend,当季新品,2,77.0,2,2,59
207,上海,线上,Female,35-39,Weekday,牛仔裤,1,79.0,1,1,69
98,成都,线下,Male,25-29,Weekday,牛仔裤,1,79.0,1,1,69
611,深圳,线下,Female,35-39,Weekend,牛仔裤,1,298.0,1,2,69
207,上海,线上,Female,25-29,Weekend,袜子,2,99.0,2,5,9
20,深圳,线下,Male,50-54,Weekend,T恤,1,198.0,1,2,49
375,广州,线上,Female,30-34,Weekday,T恤,2,158.0,2,2,49
429,西安,线下,Female,>=60,Weekend,短裤,1,40.0,1,1,19
519,杭州,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
335,上海,线下,Male,>=60,Weekend,袜子,1,79.0,1,1,9
658,深圳,线下,Female,20-24,Weekend,T恤,2,158.0,2,2,49
168,武汉,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
20,深圳,线下,Female,45-49,Weekend,T恤,1,79.0,1,1,49
437,重庆,线下,Male,50-54,Weekend,短裤,1,40.0,1,1,19
20,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
442,西安,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
52,武汉,线上,Female,20-24,Weekend,T恤,5,474.0,5,6,49
46,武汉,线下,Male,30-34,Weekend,运动,1,79.0,1,1,49
207,上海,线上,Female,25-29,Weekend,袜子,1,26.0,1,1,9
758,杭州,线下,Female,25-29,Weekday,T恤,3,233.4,3,4,49
737,深圳,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
28,武汉,线上,Female,35-39,Weekday,袜子,1,59.0,1,1,9
280,深圳,线下,Female,<20,Weekend,袜子,1,59.0,1,1,9
208,重庆,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
229,深圳,线下,Male,<20,Weekday,T恤,1,99.0,1,1,49
280,深圳,线下,Female,40-44,Weekend,裙子,1,79.0,1,1,59
91,武汉,线上,Female,25-29,Weekday,T恤,1,99.0,1,1,49
280,深圳,线下,Female,20-24,Weekend,牛仔裤,1,78.0,1,2,69
52,武汉,线上,Male,>=60,Weekday,T恤,1,79.0,1,1,49
98,成都,线下,Female,30-34,Weekday,短裤,2,79.0,2,2,19
605,成都,线下,Female,20-24,Weekend,T恤,1,59.0,1,1,49
437,重庆,线下,Male,20-24,Weekend,配件,1,199.0,1,1,29
207,上海,线上,Female,30-34,Weekday,T恤,1,99.0,1,1,49
796,深圳,线下,Male,35-39,Weekday,短裤,1,39.0,1,1,19
429,西安,线下,Female,40-44,Weekday,裙子,1,99.0,1,1,59
98,成都,线下,Male,30-34,Weekend,袜子,1,53.0,1,2,9
50,武汉,线上,Female,40-44,Weekday,当季新品,1,149.0,1,1,59
480,重庆,线下,Male,>=60,Weekend,袜子,1,27.0,1,1,9
21,北京,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
323,武汉,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
46,武汉,线下,Male,25-29,Weekend,T恤,1,39.0,1,1,49
98,成都,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
399,广州,线下,Female,<20,Weekday,裙子,1,199.0,1,1,59
68,重庆,线上,Male,20-24,Weekend,T恤,1,99.0,1,1,49
70,深圳,线下,Female,45-49,Weekday,配件,2,348.0,2,2,29
669,重庆,线下,Female,30-34,Weekday,配件,15,1300.0,16,19,29
91,武汉,线上,Female,25-29,Weekday,毛衣,1,149.0,1,1,99
19,南京,线下,Male,25-29,Weekend,T恤,3,277.0,3,3,49
375,广州,线上,Female,40-44,Weekend,T恤,2,237.0,2,3,49
248,杭州,线下,Female,20-24,Weekday,当季新品,1,79.0,1,1,59
605,成都,线下,Female,30-34,Weekday,裙子,1,147.0,1,1,59
21,北京,线下,Male,30-34,Weekend,配件,2,298.0,2,2,29
496,上海,线下,Female,20-24,Weekend,当季新品,1,58.0,1,1,59
255,杭州,线下,Female,35-39,Weekday,T恤,2,158.0,2,2,49
738,深圳,线下,Male,35-39,Weekday,T恤,1,59.0,1,1,49
229,深圳,线下,Female,50-54,Weekday,T恤,1,59.0,1,1,49
669,重庆,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
315,武汉,线下,Female,20-24,Weekday,当季新品,1,149.0,1,1,59
399,广州,线下,Male,<20,Weekend,袜子,1,26.0,1,1,9
360,成都,线下,Female,35-39,Weekend,配件,2,158.0,2,2,29
21,北京,线下,Female,30-34,Weekend,牛仔裤,1,58.0,1,1,69
375,广州,线上,Female,35-39,Weekday,T恤,1,79.0,1,1,49
135,上海,线下,Male,30-34,Weekday,当季新品,1,74.0,1,1,59
479,深圳,线下,Female,35-39,Weekend,牛仔裤,1,59.0,1,1,69
182,广州,线上,Male,35-39,Weekend,短裤,1,39.0,1,1,19
480,重庆,线下,Female,35-39,Weekend,当季新品,1,54.0,1,1,59
231,广州,线下,Female,30-34,Weekday,配件,2,195.96,2,2,29
759,重庆,线下,Female,30-34,Weekday,配件,2,198.0,2,2,29
375,广州,线上,Male,>=60,Weekend,T恤,1,79.0,1,1,49
20,深圳,线下,Female,20-24,Weekend,配件,1,99.0,1,1,29
135,上海,线下,Female,45-49,Weekend,T恤,1,38.0,1,1,49
91,武汉,线上,Female,20-24,Weekend,T恤,2,198.0,2,2,49
70,深圳,线下,Female,40-44,Weekday,当季新品,1,196.0,1,1,59
208,重庆,线下,Female,35-39,Weekday,T恤,2,158.0,2,2,49
229,深圳,线下,Female,40-44,Weekend,毛衣,2,448.0,2,2,99
231,广州,线下,Female,35-39,Weekend,配件,1,149.0,1,1,29
142,上海,线下,Female,45-49,Weekday,袜子,1,27.0,1,1,9
229,深圳,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
360,成都,线下,Female,25-29,Weekend,裙子,1,79.0,1,1,59
575,杭州,线下,Male,35-39,Weekday,短裤,1,79.0,1,2,19
480,重庆,线下,Female,30-34,Weekend,运动,2,78.0,2,2,49
375,广州,线上,Female,20-24,Weekend,T恤,2,168.26,2,2,49
70,深圳,线下,Female,40-44,Weekend,T恤,2,297.0,2,3,49
142,上海,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Female,25-29,Weekday,配件,6,594.0,6,6,29
229,深圳,线下,Male,25-29,Weekend,牛仔裤,1,59.0,1,1,69
255,杭州,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
248,杭州,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Male,>=60,Weekend,T恤,1,99.0,1,1,49
135,上海,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
70,深圳,线下,Male,40-44,Weekday,牛仔裤,1,79.0,1,1,69
375,广州,线上,Male,25-29,Weekday,短裤,1,39.0,1,1,19
207,上海,线上,Female,25-29,Weekday,裙子,3,327.0,3,3,59
312,杭州,线下,Male,40-44,Weekday,运动,1,39.0,1,1,49
449,武汉,线下,Female,25-29,Weekday,裙子,2,288.27,2,2,59
231,广州,线下,Female,35-39,Weekday,T恤,2,237.0,2,3,49
46,武汉,线下,Female,40-44,Weekend,短裤,2,137.0,2,2,19
605,成都,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
442,西安,线下,Female,30-34,Weekday,当季新品,1,99.0,1,1,59
46,武汉,线下,Female,50-54,Weekday,T恤,1,79.0,1,1,49
325,上海,线下,Female,50-54,Weekday,T恤,1,79.0,1,1,49
616,成都,线下,Male,20-24,Weekday,袜子,1,27.0,1,1,9
611,深圳,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
335,上海,线下,Female,25-29,Weekday,裙子,3,447.0,3,3,59
796,深圳,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
70,深圳,线下,Male,30-34,Weekday,短裤,1,66.0,1,2,19
658,深圳,线下,Male,30-34,Weekend,T恤,2,198.0,2,2,49
52,武汉,线上,Female,<20,Weekday,配件,1,149.0,1,1,29
280,深圳,线下,Female,25-29,Weekend,袜子,1,19.0,1,1,9
369,广州,线下,Female,25-29,Weekend,当季新品,1,199.0,1,1,59
142,上海,线下,Female,50-54,Weekday,牛仔裤,2,298.0,2,2,69
360,成都,线下,Male,>=60,Weekend,当季新品,1,298.0,1,2,59
248,杭州,线下,Female,40-44,Weekday,T恤,1,59.0,1,1,49
616,成都,线下,Male,25-29,Weekend,运动,2,154.0,2,4,49
575,杭州,线下,Male,30-34,Weekday,牛仔裤,1,199.0,1,1,69
20,深圳,线下,Female,30-34,Weekday,袜子,1,49.0,1,1,9
168,武汉,线下,Male,20-24,Weekend,短裤,1,33.0,1,1,19
369,广州,线下,Male,<20,Weekend,T恤,1,99.0,1,1,49
616,成都,线下,Female,40-44,Weekend,T恤,1,59.0,1,1,49
208,重庆,线下,Male,35-39,Weekday,短裤,1,33.0,1,1,19
32,武汉,线上,Female,20-24,Weekday,袜子,1,39.0,1,2,9
20,深圳,线下,Male,35-39,Weekday,袜子,1,77.0,1,3,9
182,广州,线上,Female,50-54,Weekday,T恤,1,99.0,1,1,49
323,武汉,线下,Female,30-34,Weekend,牛仔裤,1,59.0,1,1,69
658,深圳,线下,Male,>=60,Weekend,牛仔裤,1,78.0,1,2,69
360,成都,线下,Male,30-34,Weekday,短裤,3,111.0,3,3,19
658,深圳,线下,Male,50-54,Weekend,运动,1,39.0,1,1,49
229,深圳,线下,Male,40-44,Weekday,短裤,1,198.0,1,6,19
207,上海,线上,Female,25-29,Weekend,配件,3,297.0,3,3,29
91,武汉,线上,Female,35-39,Weekday,T恤,2,198.0,2,2,49
335,上海,线下,Male,35-39,Weekday,当季新品,2,393.0,2,2,59
21,北京,线下,Male,30-34,Weekday,当季新品,1,139.0,1,1,59
68,重庆,线上,Male,30-34,Weekday,短裤,1,40.0,1,1,19
325,上海,线下,Male,40-44,Weekday,短裤,1,33.0,1,1,19
32,武汉,线上,Female,35-39,Weekday,运动,3,175.0,3,3,49
429,西安,线下,Female,30-34,Weekday,毛衣,1,199.0,1,1,99
519,杭州,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
360,成都,线下,Male,40-44,Weekday,袜子,1,20.0,1,1,9
91,武汉,线上,Male,25-29,Weekday,T恤,1,99.0,1,1,49
207,上海,线上,Male,25-29,Weekday,配件,1,99.0,1,1,29
496,上海,线下,Female,35-39,Weekend,当季新品,1,199.0,1,1,59
796,深圳,线下,Female,20-24,Weekend,牛仔裤,1,149.0,1,1,69
335,上海,线下,Female,35-39,Weekday,T恤,2,178.0,2,2,49
98,成都,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
19,南京,线下,Female,35-39,Weekday,当季新品,1,55.0,1,1,59
420,广州,线上,Female,30-34,Weekday,T恤,1,79.0,1,1,49
142,上海,线下,Male,<20,Weekend,T恤,1,158.0,1,2,49
575,杭州,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
649,杭州,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
146,杭州,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
420,广州,线上,Female,30-34,Weekday,T恤,10,1457.33,12,13,49
46,武汉,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
479,深圳,线下,Female,30-34,Weekend,毛衣,6,1842.0,7,8,99
575,杭州,线下,Female,35-39,Weekday,T恤,1,149.0,1,1,49
245,杭州,线下,Male,25-29,Weekend,短裤,1,33.0,1,1,19
323,武汉,线下,Male,35-39,Weekend,T恤,1,158.0,1,2,49
648,西安,线下,Male,>=60,Weekday,牛仔裤,7,1542.0,7,8,69
142,上海,线下,Female,25-29,Weekend,毛衣,1,199.0,1,1,99
648,西安,线下,Male,40-44,Weekday,T恤,1,79.0,1,1,49
399,广州,线下,Male,20-24,Weekend,裙子,1,149.0,1,1,59
520,杭州,线下,Female,20-24,Weekday,T恤,1,39.0,1,1,49
91,武汉,线上,Male,30-34,Weekday,T恤,2,157.0,2,3,49
430,成都,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
399,广州,线下,Female,20-24,Weekday,裙子,1,99.0,1,1,59
429,西安,线下,Female,30-34,Weekend,牛仔裤,1,39.0,1,1,69
648,西安,线下,Female,35-39,Weekend,T恤,1,59.0,1,1,49
430,成都,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
369,广州,线下,Female,25-29,Weekday,牛仔裤,1,19.0,1,1,69
248,杭州,线下,Female,>=60,Weekday,T恤,1,39.0,1,1,49
575,杭州,线下,Female,<20,Weekend,T恤,1,79.0,1,1,49
46,武汉,线下,Male,35-39,Weekday,短裤,1,33.0,1,1,19
325,上海,线下,Female,35-39,Weekend,T恤,1,59.0,1,1,49
98,成都,线下,Female,50-54,Weekend,当季新品,1,114.0,1,2,59
207,上海,线上,Female,30-34,Weekday,T恤,1,99.0,1,1,49
91,武汉,线上,Female,35-39,Weekend,T恤,2,198.0,2,2,49
70,深圳,线下,Female,45-49,Weekday,当季新品,5,995.0,5,5,59
325,上海,线下,Female,45-49,Weekend,配件,1,99.0,1,1,29
70,深圳,线下,Female,20-24,Weekend,T恤,1,39.0,1,1,49
231,广州,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
658,深圳,线下,Male,35-39,Weekend,毛衣,2,298.0,2,2,99
323,武汉,线下,Female,30-34,Weekend,裙子,8,732.0,8,8,59
429,西安,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
648,西安,线下,Female,20-24,Weekday,T恤,3,293.0,3,3,49
519,杭州,线下,Male,25-29,Weekday,T恤,1,198.0,1,2,49
375,广州,线上,Female,40-44,Weekend,牛仔裤,1,79.0,1,1,69
605,成都,线下,Female,<20,Weekday,T恤,1,55.33,1,1,49
28,武汉,线上,Female,25-29,Weekend,毛衣,1,199.0,1,1,99
91,武汉,线上,Female,40-44,Weekday,运动,1,33.0,1,1,49
98,成都,线下,Female,55-59,Weekend,T恤,1,59.0,1,1,49
182,广州,线上,Male,20-24,Weekday,当季新品,1,79.0,1,1,59
369,广州,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
437,重庆,线下,Female,35-39,Weekday,T恤,3,397.0,3,3,49
21,北京,线下,Female,35-39,Weekday,T恤,2,297.0,2,3,49
758,杭州,线下,Male,<20,Weekday,T恤,1,79.0,1,1,49
449,武汉,线下,Female,20-24,Weekend,T恤,2,297.0,2,3,49
616,成都,线下,Female,25-29,Weekend,牛仔裤,1,39.0,1,1,69
256,武汉,线下,Male,40-44,Weekend,运动,1,33.0,1,1,49
135,上海,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
360,成都,线下,Male,25-29,Weekend,短裤,1,33.0,1,1,19
91,武汉,线上,Female,35-39,Weekday,短裤,2,112.0,2,3,19
831,杭州,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
759,重庆,线下,Female,20-24,Weekend,毛衣,1,249.0,1,1,99
248,杭州,线下,Unkown,Unkown,Weekday,T恤,1,99.0,1,1,49
758,杭州,线下,Female,35-39,Weekend,T恤,1,59.0,1,1,49
796,深圳,线下,Female,30-34,Weekday,袜子,2,54.0,2,2,9
429,西安,线下,Female,40-44,Weekday,T恤,1,99.0,1,1,49
449,武汉,线下,Male,35-39,Weekday,袜子,1,64.0,1,3,9
648,西安,线下,Male,35-39,Weekend,T恤,1,59.0,1,1,49
142,上海,线下,Male,35-39,Weekday,T恤,3,297.0,3,3,49
738,深圳,线下,Female,45-49,Weekday,T恤,1,99.0,1,1,49
255,杭州,线下,Female,25-29,Weekend,当季新品,2,198.0,2,2,59
430,成都,线下,Female,30-34,Weekday,T恤,3,796.0,3,4,49
32,武汉,线上,Female,35-39,Weekend,T恤,1,79.0,1,1,49
182,广州,线上,Female,40-44,Weekday,当季新品,1,398.0,1,2,59
32,武汉,线上,Male,20-24,Weekday,短裤,1,33.0,1,1,19
605,成都,线下,Female,30-34,Weekday,当季新品,1,39.0,1,1,59
519,杭州,线下,Male,25-29,Weekday,配件,1,155.58,1,2,29
248,杭州,线下,Female,25-29,Weekday,短裤,1,64.0,1,2,19
256,武汉,线下,Female,30-34,Weekday,T恤,2,96.35,2,2,49
255,杭州,线下,Female,40-44,Weekend,T恤,1,19.0,1,1,49
312,杭州,线下,Female,25-29,Weekday,运动,1,78.0,1,2,49
135,上海,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
335,上海,线下,Male,30-34,Weekend,当季新品,2,470.0,3,3,59
605,成都,线下,Male,>=60,Weekday,T恤,3,297.0,3,3,49
312,杭州,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
168,武汉,线下,Female,20-24,Weekday,T恤,2,117.0,2,3,49
520,杭州,线下,Male,20-24,Weekend,当季新品,1,59.0,1,1,59
32,武汉,线上,Female,30-34,Weekday,配件,34,3529.0,37,51,29
21,北京,线下,Female,55-59,Weekday,T恤,1,398.0,1,2,49
496,上海,线下,Male,>=60,Weekday,袜子,1,72.0,1,1,9
738,深圳,线下,Female,20-24,Weekday,袜子,1,26.0,1,1,9
91,武汉,线上,Male,25-29,Weekday,T恤,1,99.0,1,1,49
70,深圳,线下,Female,>=60,Weekend,T恤,1,39.0,1,1,49
669,重庆,线下,Female,30-34,Weekday,运动,7,792.0,7,8,49
168,武汉,线下,Female,20-24,Weekday,当季新品,5,894.0,5,6,59
255,杭州,线下,Female,20-24,Weekend,T恤,2,396.0,2,4,49
480,重庆,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
437,重庆,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
207,上海,线上,Female,>=60,Weekday,T恤,3,117.0,3,3,49
229,深圳,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
658,深圳,线下,Female,35-39,Weekday,T恤,5,275.0,5,5,49
759,重庆,线下,Male,45-49,Weekday,配件,1,79.0,1,1,29
46,武汉,线下,Male,35-39,Weekend,短裤,1,33.0,1,1,19
52,武汉,线上,Male,25-29,Weekend,T恤,1,73.0,1,1,49
420,广州,线上,Female,25-29,Weekday,袜子,1,79.0,1,1,9
32,武汉,线上,Female,25-29,Weekday,短裤,1,39.0,1,1,19
207,上海,线上,Male,>=60,Weekend,T恤,1,199.0,1,1,49
20,深圳,线下,Female,20-24,Weekday,配件,4,356.0,4,4,29
135,上海,线下,Female,25-29,Weekend,配件,5,495.0,5,5,29
21,北京,线下,Female,30-34,Weekend,T恤,3,216.0,3,3,49
137,西安,线上,Male,25-29,Weekday,毛衣,1,249.0,1,1,99
442,西安,线下,Female,25-29,Weekday,牛仔裤,1,79.0,1,1,69
519,杭州,线下,Female,35-39,Weekend,T恤,2,158.0,2,2,49
437,重庆,线下,Female,30-34,Weekday,袜子,1,98.0,1,2,9
648,西安,线下,Female,20-24,Weekday,当季新品,1,149.0,1,1,59
52,武汉,线上,Male,20-24,Weekday,毛衣,1,199.0,1,1,99
168,武汉,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
32,武汉,线上,Male,>=60,Weekend,T恤,1,99.0,1,1,49
248,杭州,线下,Female,45-49,Weekday,T恤,3,497.0,3,3,49
20,深圳,线下,Female,35-39,Weekday,T恤,2,198.0,2,2,49
135,上海,线下,Female,50-54,Weekday,T恤,1,198.0,1,2,49
19,南京,线下,Male,30-34,Weekday,袜子,8,451.0,8,21,9
312,杭州,线下,Male,45-49,Weekday,T恤,1,79.0,1,1,49
479,深圳,线下,Female,40-44,Weekday,牛仔裤,1,59.0,1,1,69
616,成都,线下,Female,20-24,Weekday,当季新品,2,278.0,2,2,59
70,深圳,线下,Female,35-39,Weekday,T恤,3,156.0,3,4,49
611,深圳,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
442,西安,线下,Female,35-39,Weekend,T恤,6,788.0,6,7,49
449,武汉,线下,Female,30-34,Weekday,T恤,1,79.0,1,1,49
802,西安,线下,Female,30-34,Weekday,短裤,3,106.0,3,3,19
360,成都,线下,Female,35-39,Weekday,T恤,1,158.0,1,2,49
245,杭州,线下,Female,20-24,Weekday,短裤,1,79.0,1,1,19
449,武汉,线下,Male,35-39,Weekday,配件,2,198.0,2,2,29
142,上海,线下,Female,45-49,Weekend,T恤,1,39.0,1,1,49
737,深圳,线下,Male,20-24,Weekday,T恤,1,59.0,1,1,49
336,西安,线下,Female,35-39,Weekday,T恤,1,149.0,1,1,49
32,武汉,线上,Female,50-54,Weekend,当季新品,1,76.0,1,1,59
575,杭州,线下,Female,30-34,Weekday,运动,5,243.0,6,7,49
758,杭州,线下,Female,30-34,Weekday,T恤,4,309.61,4,4,49
738,深圳,线下,Female,<20,Weekend,T恤,1,198.0,1,2,49
605,成都,线下,Male,>=60,Weekday,袜子,1,19.0,1,1,9
649,杭州,线下,Male,25-29,Weekday,袜子,1,19.0,1,1,9
148,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
758,杭州,线下,Female,20-24,Weekday,运动,1,39.0,1,1,49
46,武汉,线下,Female,30-34,Weekday,配件,5,434.0,5,6,29
70,深圳,线下,Female,25-29,Weekday,T恤,2,118.0,2,2,49
146,杭州,线下,Female,35-39,Weekday,牛仔裤,2,348.0,2,2,69
68,重庆,线上,Female,35-39,Weekend,袜子,1,26.0,1,1,9
420,广州,线上,Female,25-29,Weekend,短裤,1,39.0,1,1,19
21,北京,线下,Female,40-44,Weekday,当季新品,1,76.0,1,1,59
325,上海,线下,Female,30-34,Weekend,运动,1,33.0,1,1,49
248,杭州,线下,Female,35-39,Weekday,T恤,2,78.0,2,2,49
325,上海,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
168,武汉,线下,Male,20-24,Weekend,当季新品,1,199.0,1,1,59
315,武汉,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
658,深圳,线下,Male,20-24,Weekend,T恤,3,297.0,3,3,49
658,深圳,线下,Female,30-34,Weekend,T恤,1,59.0,1,1,49
430,成都,线下,Female,35-39,Weekday,牛仔裤,2,78.0,2,2,69
168,武汉,线下,Male,35-39,Weekend,裙子,1,99.0,1,1,59
738,深圳,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
520,杭州,线下,Female,30-34,Weekend,T恤,1,59.0,1,1,49
21,北京,线下,Female,20-24,Weekend,T恤,2,158.0,2,2,49
168,武汉,线下,Female,55-59,Weekday,运动,2,198.0,2,2,49
